model,Phase,VPRO,Inhibited,Neutral,Other,Strong,Sustained,Weak,pos_interaction,neg_interaction,Versatile,simulations_per_VPRO,Versatile_STR,MODEL,EXOENZYME,OVERFLOW,ROS,MIXOTROPH,MIN,% positive
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_24,0,14,0.0,0.0,0.0,23,0,23,False,37.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_43,0,6,0.0,0.0,0.0,17,0,17,False,23.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_48,0,49,0.0,0.0,0.0,1,0,1,False,50.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_5,0,22,0.0,0.0,0.0,40,0,40,False,62.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_55,0,0,0.0,0.0,0.0,19,0,19,False,19.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_57,0,51,30.0,1.0,34.0,0,35,0,False,116.0,Positive VPRO,E,True,False,False,False,False,0.3017241379310345
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_58,0,39,37.0,0.0,1.0,17,1,17,True,94.0,Versatile VPRO,E,True,False,False,False,False,0.010638297872340425
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_64,0,51,2.0,0.0,43.0,13,43,13,True,109.0,Versatile VPRO,E,True,False,False,False,False,0.3944954128440367
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_65,0,13,44.0,1.0,55.0,1,56,1,True,114.0,Versatile VPRO,E,True,False,False,False,False,0.49122807017543857
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_7,0,72,0.0,0.0,0.0,7,0,7,False,79.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_81,0,60,1.0,0.0,41.0,6,41,6,True,108.0,Versatile VPRO,E,True,False,False,False,False,0.37962962962962965
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_91,0,21,0.0,0.0,0.0,8,0,8,False,29.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_50_15_EXOENZYME_C1_99,0,34,0.0,0.0,0.0,25,0,25,False,59.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_13,0,27,12.0,0.0,41.0,15,41,15,True,95.0,Versatile VPRO,E,True,False,False,False,False,0.43157894736842106
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_16,0,32,33.0,13.0,49.0,0,62,0,False,127.0,Positive VPRO,E,True,False,False,False,False,0.4881889763779528
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_22,0,50,10.0,0.0,37.0,9,37,9,True,106.0,Versatile VPRO,E,True,False,False,False,False,0.3490566037735849
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_23,0,0,0.0,0.0,0.0,32,0,32,False,32.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_3,0,15,0.0,0.0,0.0,36,0,36,False,51.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_38,0,0,0.0,0.0,0.0,37,0,37,False,37.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_40,0,0,0.0,0.0,0.0,35,0,35,False,35.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_41,0,17,10.0,0.0,36.0,28,36,28,True,91.0,Versatile VPRO,E,True,False,False,False,False,0.3956043956043956
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_44,0,0,0.0,0.0,0.0,25,0,25,False,25.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_5,0,10,36.0,0.0,0.0,41,0,41,False,87.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_57,0,27,0.0,0.0,0.0,24,0,24,False,51.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_60,0,45,30.0,0.0,8.0,6,8,6,True,89.0,Versatile VPRO,E,True,False,False,False,False,0.0898876404494382
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_65,0,25,14.0,0.0,24.0,27,24,27,True,90.0,Versatile VPRO,E,True,False,False,False,False,0.26666666666666666
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_7,0,10,10.0,0.0,30.0,42,30,42,True,92.0,Versatile VPRO,E,True,False,False,False,False,0.32608695652173914
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_70,0,15,5.0,0.0,38.0,26,38,26,True,84.0,Versatile VPRO,E,True,False,False,False,False,0.4523809523809524
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_82,0,28,8.0,0.0,38.0,13,38,13,True,87.0,Versatile VPRO,E,True,False,False,False,False,0.4367816091954023
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_84,0,22,36.0,40.0,14.0,0,54,0,False,112.0,Positive VPRO,E,True,False,False,False,False,0.48214285714285715
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_87,0,63,0.0,0.0,0.0,0,0,0,False,63.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_51_71_EXOENZYME_C2_97,0,40,3.0,0.0,0.0,18,0,18,False,61.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_0,0,35,16.0,0.0,40.0,16,40,16,True,107.0,Versatile VPRO,E,True,False,False,False,False,0.37383177570093457
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_1,0,44,21.0,7.0,46.0,0,53,0,False,118.0,Positive VPRO,E,True,False,False,False,False,0.4491525423728814
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_26,0,27,36.0,0.0,0.0,22,0,22,False,85.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_4,0,60,8.0,0.0,41.0,3,41,3,True,112.0,Versatile VPRO,E,True,False,False,False,False,0.36607142857142855
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_44,0,20,20.0,0.0,50.0,13,50,13,True,103.0,Versatile VPRO,E,True,False,False,False,False,0.4854368932038835
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_52,0,3,0.0,0.0,0.0,18,0,18,False,21.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_60,0,26,37.0,0.0,50.0,0,50,0,False,113.0,Positive VPRO,E,True,False,False,False,False,0.4424778761061947
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_61,0,20,4.0,0.0,23.0,31,23,31,True,78.0,Versatile VPRO,E,True,False,False,False,False,0.2948717948717949
EXOENZYME,add,vpro_52_9_EXOENZYME_C2_84,0,9,0.0,0.0,0.0,27,0,27,False,36.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_22,0,24,0.0,0.0,0.0,6,0,6,False,30.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_3,0,30,0.0,0.0,0.0,6,0,6,False,36.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_32,0,48,0.0,0.0,0.0,13,0,13,False,61.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_37,0,30,58.0,0.0,9.0,0,9,0,False,97.0,Positive VPRO,E,True,False,False,False,False,0.09278350515463918
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_4,0,78,0.0,0.0,0.0,0,0,0,False,78.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_42,0,7,0.0,0.0,0.0,20,0,20,False,27.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_46,0,57,0.0,0.0,0.0,0,0,0,False,57.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_48,0,48,10.0,0.0,29.0,5,29,5,True,92.0,Versatile VPRO,E,True,False,False,False,False,0.31521739130434784
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_49,0,57,2.0,0.0,37.0,4,37,4,True,100.0,Versatile VPRO,E,True,False,False,False,False,0.37
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_55,0,34,26.0,0.0,0.0,4,0,4,False,64.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_66,0,49,4.0,0.0,0.0,16,0,16,False,69.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_72,0,64,0.0,0.0,0.0,0,0,0,False,64.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_73,0,47,0.0,0.0,0.0,11,0,11,False,58.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_76,0,62,3.0,0.0,0.0,14,0,14,False,79.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_79,0,42,8.0,0.0,39.0,17,39,17,True,106.0,Versatile VPRO,E,True,False,False,False,False,0.36792452830188677
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_82,0,50,0.0,0.0,0.0,4,0,4,False,54.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_83,0,16,0.0,0.0,0.0,22,0,22,False,38.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_84,0,2,0.0,0.0,0.0,28,0,28,False,30.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_87,0,56,3.0,0.0,0.0,8,0,8,False,67.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_88,0,37,28.0,0.0,0.0,13,0,13,False,78.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_89,0,0,0.0,0.0,0.0,29,0,29,False,29.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_91,0,10,0.0,0.0,0.0,16,0,16,False,26.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_53_82_EXOENZYME_C2_98,0,63,0.0,0.0,0.0,9,0,9,False,72.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_21,0,19,0.0,0.0,0.0,16,0,16,False,35.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_22,0,42,0.0,0.0,0.0,0,0,0,False,42.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_28,0,28,20.0,0.0,42.0,19,42,19,True,109.0,Versatile VPRO,E,True,False,False,False,False,0.3853211009174312
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_37,0,46,0.0,0.0,0.0,24,0,24,False,70.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_42,0,62,0.0,0.0,0.0,9,0,9,False,71.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_5,0,53,5.0,0.0,0.0,17,0,17,False,75.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_55,0,11,34.0,0.0,3.0,37,3,37,True,85.0,Versatile VPRO,E,True,False,False,False,False,0.03529411764705882
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_56,0,18,26.0,0.0,44.0,12,44,12,True,100.0,Versatile VPRO,E,True,False,False,False,False,0.44
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_58,0,24,0.0,0.0,0.0,25,0,25,False,49.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_61,0,3,0.0,0.0,0.0,18,0,18,False,21.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_67,0,25,0.0,0.0,0.0,15,0,15,False,40.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_70,0,25,38.0,0.0,5.0,27,5,27,True,95.0,Versatile VPRO,E,True,False,False,False,False,0.05263157894736842
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_71,0,42,30.0,0.0,12.0,0,12,0,False,84.0,Positive VPRO,E,True,False,False,False,False,0.14285714285714285
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_73,0,38,43.0,0.0,11.0,10,11,10,True,102.0,Versatile VPRO,E,True,False,False,False,False,0.10784313725490197
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_86,0,55,1.0,0.0,0.0,9,0,9,False,65.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_57_7_EXOENZYME_C2_88,0,15,0.0,0.0,0.0,8,0,8,False,23.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_16,0,18,41.0,0.0,0.0,19,0,19,False,78.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_20,0,0,0.0,0.0,0.0,20,0,20,False,20.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_40,0,44,40.0,0.0,2.0,7,2,7,True,93.0,Versatile VPRO,E,True,False,False,False,False,0.021505376344086023
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_42,0,21,29.0,0.0,0.0,32,0,32,False,82.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_45,0,0,0.0,0.0,0.0,28,0,28,False,28.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_5,0,53,14.0,0.0,49.0,0,49,0,False,116.0,Positive VPRO,E,True,False,False,False,False,0.4224137931034483
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_52,0,0,0.0,0.0,0.0,30,0,30,False,30.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_55,0,4,0.0,0.0,0.0,23,0,23,False,27.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_60,0,43,0.0,0.0,34.0,14,34,14,True,91.0,Versatile VPRO,E,True,False,False,False,False,0.37362637362637363
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_80,0,0,0.0,0.0,0.0,31,0,31,False,31.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_84,0,3,0.0,0.0,0.0,25,0,25,False,28.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_94,0,72,0.0,0.0,0.0,0,0,0,False,72.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_96,0,49,0.0,0.0,0.0,22,0,22,False,71.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_58_74_EXOENZYME_C1_99,0,0,0.0,0.0,0.0,26,0,26,False,26.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_1,0,16,26.0,0.0,10.0,40,10,40,True,92.0,Versatile VPRO,E,True,False,False,False,False,0.10869565217391304
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_13,0,28,14.0,0.0,32.0,27,32,27,True,101.0,Versatile VPRO,E,True,False,False,False,False,0.31683168316831684
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_20,0,20,0.0,0.0,0.0,57,0,57,False,77.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_25,0,0,0.0,0.0,0.0,58,0,58,False,58.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_26,0,0,0.0,0.0,0.0,19,0,19,False,19.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_33,0,0,0.0,0.0,5.0,73,5,73,True,78.0,Versatile VPRO,E,True,False,False,False,False,0.0641025641025641
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_35,0,56,2.0,0.0,12.0,11,12,11,True,81.0,Versatile VPRO,E,True,False,False,False,False,0.14814814814814814
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_4,0,27,0.0,0.0,0.0,28,0,28,False,55.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_40,0,18,20.0,0.0,35.0,29,35,29,True,102.0,Versatile VPRO,E,True,False,False,False,False,0.3431372549019608
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_42,0,0,0.0,0.0,0.0,14,0,14,False,14.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_52,0,0,0.0,0.0,0.0,24,0,24,False,24.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_56,0,33,0.0,0.0,0.0,23,0,23,False,56.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_67,0,0,0.0,0.0,0.0,26,0,26,False,26.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_7,0,34,0.0,0.0,0.0,29,0,29,False,63.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_9,0,20,9.0,0.0,26.0,29,26,29,True,84.0,Versatile VPRO,E,True,False,False,False,False,0.30952380952380953
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_90,0,53,0.0,0.0,0.0,21,0,21,False,74.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_59_94_EXOENZYME_C2_96,0,24,0.0,0.0,0.0,37,0,37,False,61.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_20,0,8,0.0,0.0,0.0,20,0,20,False,28.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_21,0,13,32.0,0.0,57.0,12,57,12,True,114.0,Versatile VPRO,E,True,False,False,False,False,0.5
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_35,0,36,13.0,0.0,37.0,15,37,15,True,101.0,Versatile VPRO,E,True,False,False,False,False,0.36633663366336633
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_4,0,47,0.0,0.0,0.0,13,0,13,False,60.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_41,0,19,34.0,0.0,40.0,13,40,13,True,106.0,Versatile VPRO,E,True,False,False,False,False,0.37735849056603776
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_57,0,6,0.0,0.0,0.0,19,0,19,False,25.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_60,0,43,0.0,0.0,0.0,16,0,16,False,59.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_73,0,3,0.0,0.0,0.0,18,0,18,False,21.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_75,0,18,0.0,0.0,0.0,14,0,14,False,32.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_76,0,0,0.0,0.0,0.0,21,0,21,False,21.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_61_13_EXOENZYME_C2_82,0,51,0.0,0.0,0.0,10,0,10,False,61.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_1,0,15,41.0,0.0,0.0,22,0,22,False,78.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_16,0,49,0.0,0.0,0.0,17,0,17,False,66.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_17,0,37,0.0,0.0,0.0,19,0,19,False,56.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_24,0,3,0.0,0.0,0.0,25,0,25,False,28.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_32,0,23,48.0,0.0,0.0,20,0,20,False,91.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_39,0,10,35.0,0.0,0.0,23,0,23,False,68.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_66,0,13,0.0,0.0,0.0,14,0,14,False,27.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_67,0,48,52.0,0.0,0.0,0,0,0,False,100.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_73,0,13,21.0,0.0,52.0,25,52,25,True,111.0,Versatile VPRO,E,True,False,False,False,False,0.46846846846846846
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_76,0,51,0.0,0.0,0.0,16,0,16,False,67.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_86,0,56,17.0,0.0,45.0,0,45,0,False,118.0,Positive VPRO,E,True,False,False,False,False,0.3813559322033898
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_9,0,33,38.0,0.0,7.0,14,7,14,True,92.0,Versatile VPRO,E,True,False,False,False,False,0.07608695652173914
EXOENZYME,add,vpro_75_68_EXOENZYME_C2_96,0,7,0.0,0.0,0.0,24,0,24,False,31.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_32,0,51,1.0,0.0,46.0,14,46,14,True,112.0,Versatile VPRO,E,True,False,False,False,False,0.4107142857142857
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_35,0,27,28.0,0.0,51.0,4,51,4,True,110.0,Versatile VPRO,E,True,False,False,False,False,0.4636363636363636
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_38,0,39,0.0,0.0,0.0,0,0,0,False,39.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_49,0,50,0.0,0.0,32.0,19,32,19,True,101.0,Versatile VPRO,E,True,False,False,False,False,0.31683168316831684
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_51,0,39,24.0,13.0,39.0,0,52,0,False,115.0,Positive VPRO,E,True,False,False,False,False,0.45217391304347826
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_52,0,37,0.0,0.0,0.0,0,0,0,False,37.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_62,0,48,19.0,0.0,0.0,0,0,0,False,67.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_76,0,5,27.0,0.0,51.0,23,51,23,True,106.0,Versatile VPRO,E,True,False,False,False,False,0.4811320754716981
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_82,0,65,40.0,0.0,3.0,0,3,0,False,108.0,Positive VPRO,E,True,False,False,False,False,0.027777777777777776
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_87,0,40,0.0,0.0,0.0,24,0,24,False,64.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_88,0,34,0.0,0.0,0.0,0,0,0,False,34.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_89,0,54,34.0,0.0,6.0,0,6,0,False,94.0,Positive VPRO,E,True,False,False,False,False,0.06382978723404255
EXOENZYME,add,vpro_77_45_EXOENZYME_C3_95,0,27,35.0,12.0,46.0,0,58,0,False,120.0,Positive VPRO,E,True,False,False,False,False,0.48333333333333334
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_12,0,12,4.0,0.0,0.0,62,0,62,False,78.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_16,0,23,0.0,0.0,0.0,4,0,4,False,27.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_17,0,41,16.0,12.0,45.0,0,57,0,False,114.0,Positive VPRO,E,True,False,False,False,False,0.5
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_38,0,41,18.0,0.0,23.0,8,23,8,True,90.0,Versatile VPRO,E,True,False,False,False,False,0.25555555555555554
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_45,2,48,0.0,0.0,56.0,5,56,7,True,111.0,Versatile VPRO,E,True,False,False,False,False,0.5045045045045045
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_46,0,28,0.0,0.0,0.0,5,0,5,False,33.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_48,0,44,0.0,0.0,0.0,9,0,9,False,53.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_52,0,21,0.0,0.0,0.0,6,0,6,False,27.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_53,0,40,20.0,0.0,51.0,0,51,0,False,111.0,Positive VPRO,E,True,False,False,False,False,0.4594594594594595
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_59,0,24,0.0,0.0,0.0,14,0,14,False,38.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_63,0,56,10.0,0.0,43.0,5,43,5,True,114.0,Versatile VPRO,E,True,False,False,False,False,0.37719298245614036
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_65,0,16,0.0,0.0,0.0,20,0,20,False,36.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_71,0,9,13.0,0.0,41.0,38,41,38,True,101.0,Versatile VPRO,E,True,False,False,False,False,0.40594059405940597
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_87,2,85,0.0,0.0,0.0,3,0,5,False,90.0,Negative VPRO,E,True,False,False,False,False,0.0
EXOENZYME,add,vpro_79_6_EXOENZYME_C3_91,0,11,22.0,0.0,56.0,24,56,24,True,113.0,Versatile VPRO,E,True,False,False,False,False,0.49557522123893805
